1	土曜に西伊豆に体験スキューバ行ってきた。メッチャよかったわ〜！！ 9月までにライセンスとろ〜。
0	六本木なう。ビミョーにビジネスマンもいて、夏休みだけど平日っぽい http://t.co/UeGq0L3
0	男3人で海水浴なう http://t.co/bjVi5zq
0	お墓参りのため、妹と二人で岡山に向かってます。ただいま、名古屋過ぎたあたり
1	無事に岡山到着。おばあちゃん今年で89才だけど元気だったよ
0	ただいま、東名で名古屋県内を移動中。
0	今日は友達宅で家飲み。早めに来てマッタリしてま〜す
0	日焼けで肩の皮が崩壊中。
0	島田紳助引退ビックリ。担当してる番組どうなんだろ？代わりはいないよなぁ〜。
-1	サーフィンしに千葉の本須賀きた。雨降ってるけど、人少ないから初心者にはもってこいだわ。
0	サーフィン終了。3時間ちょいでもうヘトヘトです・・・
1	千葉の成東に来ました。今日は波が穏やかです。さっ、準備して行ってします http://t.co/oQTfZJ0
-1	2週間ぶりの運動はきつかったわ〜。右腕既に筋肉痛やし、しかも途中で右目のコンタクト取れたし。来週も頑張ります。
0	めっちゃ揺れたけど。。。
0	体の疲れも取れたので、来月の資格試験勉強だスタバきた。ってあと一ヶ月なのに全く進んでませんが。。。
-1	妹から遅めのBirhDayプレゼントもらいました。バックとネクタイ。 http://t.co/3Up183s
-1	マックフルーリー久々に食べたけど、めっちゃ冷たくて歯がしみるんですけど。。。 http://t.co/jbrz1QP
-1	Wiiリモコンが不調の時は軽く叩けば直るって任天堂自体が言ってるのがすごい。 任天堂のトリビア・豆知識まとめ【昔ラブホを経営していた】 - NAVER まとめ http://t.co/MHvkGMmL
1	連休にサーフィン行こうと思ったけど、月曜、メッチャ台風接近するっぽい。うまい人はウキウキだろうけど、初心者なんで、明日だけにしときます。
1	RT @taromatsumura: なんだろう、すごい楽しみですね、キヤノンの歴史的・国際的発表。ミラーレスの場合、新しいマウントになるのだろうか - キヤノン、11月3日の「歴史的発表」を予告 http://t.co/GUFxjSE4
